parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
11405908,,,,2,5,,5,2,,,2416,2416,,,,,6037,,2,,,,,33954983,-118357771,12741,,,,,,0100,261,INR3YY,60376012.12,45888,3101,,96133,0,,,,1,,,1913,,,98134,425255,2016,327121,5882.6,,,6.0376E+13
11017833,,,,2,3,,6,2,,,1151,1151,,,,,6037,,2,,,,2,34283704,-118452240,6186,,,,,,0100,261,SFR1*,60373203,47547,3101,,96368,0,,,,1,,,1958,,,72119,360608,2016,288489,5103.33,,,6.03732E+13
13932565,,,,2,3,,,2,,,1581,1581,,,,,6059,,2,2,425,,,33796058,-117953637,8521,,,,,,122,261,,60590882.02,24832,1286,,97047,6,,,,,,,1960,1,,77097,376667,2016,299570,4709.36,,,6.05909E+13
13952129,,,,2,4,,,2,,,1641,1641,,,,,6059,1,2,2,400,,,33771435,-117938877,7200,,,,,,122,261,,60590886.01,24832,1286,,97050,6,,,,,,,1953,2,,83195,175938,2016,92743,2330.16,,,6.05909E+13
13916257,,,,3,4,,,3,,,1831,1831,,,,,6059,,3,1,360,,,33862714,-117932563,6564,,,,,,122,261,,60590111.02,24812,1286,,97040,7,,,,,,,1953,1,,98917,513818,2016,414901,5836.48,,,6.05901E+13
11696292,,,,3,3,,5,3,,,2812,,,2812,,,6037,,3,,,,,33991094,-118312028,9425,,,,,,0300,247,LAR2,60372325,12447,3101,118208,96043,0,,,,3,,,1922,,,103553,357258,2016,253705,4640.4,,,6.03723E+13
11392938,,,,1,3,,4,1,,,1268,1268,,,,,6037,,1,,,,7,33984414,-118323302,4800,,,,,,0100,261,LAR1,60372348,12447,3101,115729,96024,0,,,,1,,,1926,,,27275,136391,2016,109116,1709.81,,,6.03723E+13
12929314,,,,2,5,,4,2,,,2331,2331,,,,,6037,,2,,,,2,34079884,-117929589,11226,,,,,,0100,261,WCR17500*,60374055.01,14542,3101,,96523,0,,,,1,,,1954,,,247700,575000,2016,327300,6992.84,,,6.03741E+13
11679164,1,,,3,3,,11,3,,,3936,3936,,,,,6037,,3,,,,2,34037161,-118638651,7692,,,,,,0100,261,LCR1*,60378005.04,12520,3101,,96116,0,,,,1,,,1955,,,1120453,9506901,2016,8386448,108473.08,,,6.0378E+13
13920970,13,,,1.5,3,,,1.5,,,1163,1163,,,,,6059,,1,2,417,,,33811573,-117999249,1862,,,,,,122,261,,60590878.02,42967,1286,,96203,6,,1,,,,,1972,2,,70532,245672,2016,175140,3235.52,,,6.05909E+13
10832048,1,,,2,3,,8,2,,,1820,1820,,,,,6037,,2,,,,2,34197909,-118478117,5245,,,,,,0100,261,LARE11,60371276.04,12447,3101,41466,96415,0,,,,1,,,1966,,,131796,279703,2016,147907,3401.15,,,6.03713E+13
17118673,,,,3,4,,,3,,1351,2362,2362,,,1351,,6111,2,3,2,605,,,34234954,-119183487,7215,,,,,,1111,261,,61110030.13,13150,2061,,97107,8,,,,,,,1990,2,,233426,466852,2016,233426,5438.14,,,6.111E+13
11625775,,,,2,4,,7,2,,,1984,1984,,,,,6037,,2,,,,2,34064003,-118396325,6070,,,,,,0100,261,BHR1YY,60377009.02,10389,3101,,96088,0,,,,1,,,1926,,,275912,1123756,2016,847844,13143.26,,,6.0377E+13
12574941,1,,,3,3,,8,3,,,2436,2436,,,,,6037,,3,,,,2,33871200,-118252015,3240,,,,,,010D,269,CASP-4*,60375433.21,10723,3101,,96230,0,,,,1,,,2003,,,336288,474402,2016,138114,5902.66,Y,15,6.03754E+13
14064377,,,,2,3,,,2,,,1296,1296,,,,,6059,,2,2,483,,,33694582,-117990966,6045,,,,,,122,261,,60590994.13,25218,1286,,96966,6,,,,,,,1961,1,,75081,667000,2016,591919,7516.56,Y,15,6.0591E+13
14461110,,,,5.5,5,,,5.5,,,4646,4646,,,,,6059,,5,2,659,TRUE,,33566721,-117582267,11912,1,,,1,,122,261,,60590320.46,17597,1286,,96989,0,,1,,,,,2000,,,866670,1366905,2016,500235,14168.42,,,6.05903E+13
12652497,1,,,3,4,,7,3,,,3489,3489,,,,,6037,,3,,,,2,33729993,-118303439,6068,,,,,,0100,261,LAR1,60372970.01,12447,3101,54300,96221,0,,,,1,,,1991,,,385199,728163,2016,342964,8873.8,,,6.0373E+13
10896448,,,,3,4,,8,3,,,2218,2218,,,,,6037,,3,,,,2,34166057,-118410105,6519,,,,,,0100,261,LAR1,60371240,12447,3101,268551,96452,0,,,,1,,,1955,,,198901,473885,2016,274984,5796.79,,,6.03712E+13
11673143,1,,,2,3,,8,2,,,2115,2115,,,,,6037,,2,,,,2,34134224,-118594065,11989,1,,,,1,0101,261,LCR1-12000,60378001.02,56780,3101,,96126,0,,,,1,,,1971,,,128173,640867,2016,512694,8424.12,,,6.0378E+13
12558125,1,,,1,1,,,1,,,680,680,,,,,6037,,1,,,,2,33766300,-118188000,46486,1,,,,1,01HC,266,LBPD6,60375760.01,46298,3101,273486,96236,0,,,,1,,,2004,,,107694,192576,2016,84882,2463.79,,,6.03758E+13
13024971,,,,1,3,,4,1,,,953,953,,,,,6037,,1,,,,7,34118400,-117897802,6367,,,,,,0100,261,LCRA06,60374041,37015,3101,,96464,0,,,,1,,,1955,,,71900,341900,2016,270000,4286.88,Y,15,6.0374E+13
12962087,,,,1,2,,4,1,,,768,768,,,,,6037,,1,,,,7,34122612,-118001899,8557,,,,,,0100,261,LCR15000*,60374312,32923,3101,,96273,0,,,,1,,,1948,,,89429,263578,2016,174149,3346.84,,,6.03743E+13
14210011,,,,2,3,,,2,,,1373,1373,,,,,6059,,2,2,483,,,33855334,-117812881,7215,,,,,,122,261,,60590219.03,16764,1286,274765,97026,6,,,,,,,1973,1,,98541,451445,2016,352904,4937.46,,,6.05902E+13
14638933,,,,3,3,,,3,,,1778,1778,,,,,6059,,3,2,0,,24,33627119,-117936179,,,,,,,34,266,,60590636.03,53571,1286,,96981,7,,,,,,,1978,2,,90664,232318,2016,141654,2781.6,,,6.05906E+13
11631088,,,,2,3,,9,2,,,1601,1601,,,,,6037,,2,,,,7,34074700,-118389000,90089,,,,,,010E,266,LAR4,60372149.01,12447,3101,276450,96029,0,,,,1,,,1971,,,181765,415461,2016,233696,5061.91,,,6.03721E+13
13050380,,,,2,3,,8,2,,,1818,1818,,,,,6037,,2,,,,2,34126396,-117728646,11940,1,,,,1,0101,261,CLRS13000*,60374002.06,30908,3101,,96469,0,,,,1,,,1963,,,248161,594158,2016,345997,7195.04,,,6.0374E+13
12377297,,,,4,6,,4,4,,,4014,,,4014,,,6037,,4,,,,7,34013591,-118096569,16490,,,,,,0400,248,MNR3YY,60375301.01,25953,3101,,96192,0,,,,4,,,1946,,,285040,471405,2016,186365,8371.66,,,6.03753E+13
14215054,13,,,1.5,2,,,1.5,,,1012,1012,,,,,6059,,1,2,437,,,33847109,-117790368,1387,,,,,,122,261,,60590219.15,16764,1286,113455,97026,5,,1,,,,,1972,2,,61283,385000,2016,323717,4250.76,,,6.05902E+13
13012239,,,,2,3,,6,2,,,1339,1339,,,,,6037,,2,,,,2,34065933,-118071116,8999,,,,,,0100,261,RMR1YY,60374336.01,54212,3101,,96510,0,,,,1,,,1960,,,75661,378319,2016,302658,4789.53,,,6.03743E+13
11199456,1,,,3,4,,8,3,,,1744,1744,,,,,6037,,3,,,,2,34566375,-118095408,4567,,,,,,0100,261,PDR1*,60379105.04,40227,3101,,97328,0,,,,1,,,1988,,,104676,130843,2016,26167,2410.03,,,6.03791E+13
14376233,,,,1,2,,,1,,,900,900,,,,,6059,,1,2,483,,,33611981,-117696027,7680,,,,,,122,261,,60590320.14,32380,1286,,96962,4,,,,,,,1964,1,,32656,74512,2016,41856,786.46,,,6.05903E+13
17307391,,,,0,0,,,,,,,,,,,,6111,,,,,,,34192481,-119174775,,,,,,,1118,263,,61110091,13150,2061,762941,97101,0,,,,,,,1958,,,,,2016,,,,,
17248817,,,,2,3,,,2,,1632,1632,1632,,,1632,,6111,1,2,2,437,,,34252216,-118765398,20570,,,,,,1111,261,,61110075.06,27110,2061,,97118,6,,,,,294,,1965,1,,159493,265818,2016,106325,3237.04,,,6.11101E+13
11574036,,,,3,3,,8,3,,,1598,1598,,,,,6037,,3,,,,2,34021200,-118458000,18009,,,,,,010C,266,SMR2*,60377023.01,26964,3101,,96152,0,,,,1,,,1974,,,91552,131930,2016,40378,1575.52,,,6.0377E+13
12838291,,,,1,3,,4,1,,,1006,1006,,,,,6037,,1,,,,7,34033689,-117937284,6506,,,,,,0100,261,LPR106,60374076.02,,3101,,96488,0,,,,1,,,1954,,,110105,249573,2016,139468,3100.35,,,6.03741E+13
13083589,1,,,1,2,,6,1,,,1080,1080,,,,,6037,,1,,,,2,34008500,-117907864,22594,,,,,,0100,261,LCA110000*,60374081.4,118217,3101,,96488,0,,,,1,,,1954,,,131982,355337,2016,223355,4575.26,,,6.03741E+13
11693480,,,,2,4,,3,2,,,1528,,,1528,,,6037,,2,,,,,33989932,-118284681,4996,,,,,,0200,246,LAR2,60372327,12447,3101,118208,96018,0,,,,2,,,1922,,,63661,155439,2016,91778,2042.39,,,6.03723E+13
11409165,1,,,1,2,,8,1,,,845,845,,,,,6037,,1,,,,2,33957200,-118339000,105356,1,,,,1,010C,266,INCR*,60376007.03,45888,3101,,96137,0,,,,1,,,1986,,,96100,216500,2016,120400,2927.67,,,6.0376E+13
11625048,1,,,3,4,,7,3,,,2426,2426,,,,,6037,,3,,,,2,34058593,-118402852,6375,1,,,,1,0104,261,BHR1*,60377010.01,10389,3101,,96088,0,,,,1,,,1945,,,507625,2324922,2016,1817297,27075.52,,,6.0377E+13
14264158,,,,2,3,,,2,,,1226,1226,,,,,6059,1,2,2,456,,,33705236,-117876681,6300,,,,,,122,261,,60590740.05,47568,1286,268453,97007,6,,,,,,,1969,1,,70735,490000,2016,419265,5815.44,,,6.05907E+13
12622041,,,,3,5,,8,3,,,3337,3337,,,,,6037,,3,,,,2,33806581,-118292191,9192,1,,,,1,0101,261,LCR105,60375436.03,118878,3101,,96210,0,,,,1,,,1966,,,159597,646713,2016,487116,8120.92,,,6.03754E+13
14177029,1,,,2.5,4,,,2.5,,,1776,1776,,,,,6059,,2,1,190,,6,33883649,-117873759,1344,,,,,,122,261,,60590117.12,,1286,,97039,8,,1,,,,,1964,2,TRUE,97310,350159,2016,252849,4152.9,,,6.05901E+13
12590259,,,,2,4,,4,2,,,1395,1395,,,,,6037,,2,,,,7,33819819,-118294131,9998,,,,,,0100,261,LCA1*,60375436.02,118878,3101,,96160,0,,,,1,,,1947,,,53253,146322,2016,93069,2101.51,,,6.03754E+13
11989621,,,,4,3,,9,4,,,4542,4542,,,,,6037,,4,,,,2,34069817,-118319255,13255,,,,,,0100,261,LARE9,60372115,12447,3101,274517,95985,0,,,,1,,,1933,,,674247,2560627,2016,1886380,30984.2,,,6.03721E+13
12140605,,,,3,4,,6,3,,,2764,2764,,,,,6037,,3,,,,2,34127803,-118019726,8893,1,,,,1,0104,261,ARR1*,60374308.02,50749,3101,,96267,0,,,,1,,,1955,,,244096,674194,2016,430098,7923.57,,,6.03743E+13
10908273,1,,,2,2,,6,2,,,1055,1055,,,,,6037,,2,,,,2,34149400,-118386000,13299,1,,,,1,010C,266,LAR3,60371433,12447,3101,47880,96449,0,,,,1,,,1984,,,128835,477167,2016,348332,5782.63,,,6.03714E+13
14672139,,,,3,4,,,3,,,2765,2765,,,,,6059,,3,2,0,,,33490365,-117643154,,,,,,,1,266,,60590422.03,33840,1286,,96985,0,,,,,,,2013,,,392479,839942,2016,447463,8814.6,,,
12642620,1,,,4,5,,11,4,,,2848,2848,,,,,6037,,4,,,,2,33760334,-118309712,7055,1,,,,1,0101,261,RPRS-4*,60376707.01,54053,3101,,96122,0,,,,1,,,1974,,,340500,612640,2016,272140,7565.98,,,6.03767E+13
12023588,,,,4,5,,9,4,,,3474,3474,,,,,6037,,4,,,,2,34119509,-118389360,15922,,,,,,0100,261,LARE15,60372611.01,12447,3101,113749,96027,0,,,,1,,,1971,,,154320,217671,2016,63351,2961.3,,,6.03726E+13
12081114,1,,,2,3,,8,2,,,1513,1513,,,,,6037,,2,,,,2,34144031,-118209965,11784,,,,,,0100,261,LAR1,60371810,12447,3101,114808,96022,0,,,,1,,,1960,,,156602,783025,2016,626423,9446.12,,,6.03718E+13
14273982,,,,2,3,,,2,,,1354,1354,,,,,6059,,2,1,360,,,33654324,-117937649,6008,,,,,,122,261,,60590638.03,38032,1286,,96959,6,,,,,,,1957,1,,74204,246335,2016,172131,3165.76,,,6.05906E+13
11661159,,,,3,2,,,3,,,1540,1540,,,,,6037,,3,,,,2,34051408,-118503214,15057,1,,,,1,0101,261,LARE11,60372628.02,12447,3101,19810,96120,0,,,,2,,,1934,,,349170,942903,2016,593733,11584.25,,,6.03726E+13
12844267,1,,,2,3,,8,2,,,1851,1851,,,,,6037,,2,,,,2,33980198,-117921896,9390,,,,,,0100,261,LCR110000-,60374086.26,22827,3101,,96492,0,,,,1,,,1979,,,205498,302335,2016,96837,3888.62,,,6.03741E+13
11650523,,,,2,3,,7,2,,,1751,1751,,,,,6037,,2,,,,2,34111218,-118462463,14253,1,,,,1,0101,261,LARE15,60372621,12447,3101,113688,96058,0,,,,1,,,1953,,,184706,597018,2016,412312,7410.36,,,6.03726E+13
14741406,,,,1,2,,,1,,,897,897,,,,,6059,,1,,,,,33587500,-117705000,,,,,,,34,266,,60590626.25,25458,1286,,96971,0,,,,,,,1981,,,52627,88418,2016,35791,925.82,,,6.05906E+13
14203867,,,,2.5,3,,,2.5,,,1941,1941,,,,,6059,,2,2,426,,,33861705,-117727369,8750,,,,,,122,261,,60590219.24,16764,1286,113455,97027,0,,1,,,,,1991,,,235438,388381,2016,152943,4358.04,,,6.05902E+13
76914866,1,,,8,9,,,8,,,5258,,,5258,,,6037,,8,,,,,33881219,-118353445,,,,,,,0300,247,LNR2YY,60376040.01,,3101,,,0,,,,3,,,2007,,,772126,1340669,2014,568543,16424.67,,,
17118325,,,,2.5,4,,,2.5,,965,2032,2032,,,965,,6111,1,2,2,489,,,34227099,-119190962,6969,1,457,,,1,1111,261,,61110030.11,13150,2061,,97107,7,,1,,,659,,1978,2,,182507,271637,2016,89130,3056.82,,,6.111E+13
17078763,,,,2,3,,,2,,1674,1674,1674,,,1674,,6111,1,2,2,419,,,34282551,-119253902,12355,,,,,,1110,261,,61110019,34543,2061,,97083,6,,,,,,,1957,1,,114638,465323,2016,350685,4930.26,,,6.111E+13
11870229,,,,2,3,,6,2,,,1535,1535,,,,,6037,,2,,,,2,34025520,-118113968,9986,1,,,,1,0101,261,MNR1YY,60375300.05,25953,3101,,96192,0,,,,1,,,1961,,,219846,461549,2016,241703,6989.23,,,6.03753E+13
17075952,,,,2.5,2,,,2.5,,2008,2530,2530,,,2008,,6111,1,2,1,378,,,34283148,-119277722,9650,,,,,,1110,261,,61110020,34543,2061,,97081,7,,1,,,168,,1937,2,,149339,286513,2016,137174,3112.84,Y,14,6.111E+13
11349511,1,,,4,5,,7,4,,,3863,3863,,,,,6037,,4,,,,2,34483438,-118657189,216038,,,,,,0100,261,LCA22*,60379201.04,10734,3101,,96398,0,,,,1,,,2003,,,369047,553609,2016,184562,7223.74,,,6.03792E+13
11281885,1,,,3,2,,8,3,,,1444,1444,,,,,6037,,3,,,,2,34660900,-118158000,128273,,,,,,010C,266,LRRPD10000,60379007.05,5534,3101,,97317,0,,,,1,,,1979,,,87000,136000,2016,49000,2197.52,,,6.0379E+13
11948810,,,,2,3,,6,2,,,1977,,,1977,,,6037,,2,,,,,34107631,-118268558,7016,,,,,,0200,246,LAR1,60371951,12447,3101,268473,96020,0,,,,2,,,1932,,,76147,333891,2016,257744,4131.84,,,6.0372E+13
12102909,1,,,1,1,,6,1,,,508,508,,,,,6037,,1,,,,2,34139900,-118145000,52510,1,,,,1,010E,266,PSC-,60374636.02,47019,3101,275405,96289,0,,,,1,,,1973,,,64980,90328,2016,25348,1203.54,,,6.03746E+13
10949425,1,,,2,3,,6,2,,,1500,1500,,,,,6037,,2,,,,2,34185934,-118352279,6735,,,,,,0100,261,BUR1*,60373111,396054,3101,,96437,0,,,,1,,,1941,,,51852,90347,2016,38495,1032.13,,,6.03731E+13
10870325,1,,,4,4,,8,4,,,2452,2452,,,,,6037,,4,,,,2,34138869,-118503554,36190,1,,,,1,0101,261,LARE15,60371397.02,12447,3101,51906,96426,0,,,,1,,,1966,,,236268,551293,2016,315025,6997.16,,,6.03714E+13
11410786,,,,2,3,,6,2,,,1699,1699,,,,,6037,,2,,,,7,33950619,-118321927,12022,,,,,,0100,261,INR1YY,60376007.02,45888,3101,,96137,0,,,,1,,,1947,,,64250,196333,2016,132083,6720.85,,,6.0376E+13
12255352,,,,2,4,,8,2,,,1574,1574,,,,,6037,,2,,,,2,33877167,-118287785,7500,,,,,,0100,261,LARS,60372912.2,12447,3101,273930,96104,0,,,,1,,,1957,,,96549,482764,2016,386215,6034.51,,,6.03729E+13
12428015,,,,2,3,,6,2,,,1454,1454,,,,,6037,,2,,,,2,33843152,-118088033,5005,,,,,,0100,261,LKR1*,60375550.01,12292,3101,,96215,0,,,,1,,,1962,,,134574,379262,2016,244688,4453.24,,,6.03756E+13
10927347,1,,,2,2,,6,2,,,1712,,,1712,,,6037,,2,,,,2,34173623,-118364690,7308,,,,,,0200,246,LAR2,60371243,12447,3101,46795,96446,0,,,,2,,,1950,,,240243,502232,2016,261989,6076,,,6.03712E+13
10962320,,,,2,3,,6,2,,,2347,2347,,,,,6037,,2,,,,7,34313979,-118468907,97351,,,,,,0100,261,LARA,60371065.1,12447,3101,34213,96368,0,,,,1,,,1931,,,429000,1073000,2016,644000,13178.35,,,6.03711E+13
12189590,,,,4,4,,3,4,,,1799,,,1799,,,6037,,4,,,,,33977521,-118287625,7152,,,,,,0400,248,LARD2,60372375,12447,3101,118208,96025,0,,,,4,,,1929,,,84000,304000,2016,220000,3935.22,,,6.03724E+13
11985876,,,,4,6,,6,4,,,3987,,,3987,,,6037,,4,,,,,34063948,-118362064,6251,,,,,,0200,246,LAR3,60372147,12447,3101,276450,96029,0,,,,2,,,1936,,,259665,738751,2016,479086,9036.76,,,6.03721E+13
11697288,,,,2,3,,5,2,,,1907,,,1907,,,6037,,2,,,,,33990659,-118322393,5401,,,,,,0200,246,LAR1,60372346,12447,3101,115729,96024,0,,,,2,,,1914,,,77894,246674,2016,168780,3065.83,,,6.03723E+13
11692638,,,,2,3,,8,2,,,1887,1887,,,,,6037,,2,,,,7,34073773,-118484643,6718,1,,,,1,010G,261,LARE15,60372623.03,12447,3101,113910,96030,0,,,,1,,,1950,,,150000,401000,2016,251000,4901.47,,,6.03726E+13
14443634,,,,4,4,,,4,,,2670,2670,,,,,6059,,4,2,592,,,33444533,-117592120,5005,,,,,,122,261,,60590421.09,13693,1286,,96982,0,,,,,,,1998,,,333887,609446,2016,275559,6116.56,,,6.05904E+13
13894251,,,,0,0,,,,,,,,,,,,6059,,,,,,,33622159,-117893687,41004,,,,,,1,261,,60590630.1,53571,1286,,96978,0,,,,,,,,,,4517337,9787079,2016,5269742,102995.02,,,6.05906E+13
13123251,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,33806190,-118310018,,,,,,,070P,263,,60376510.01,54722,3101,275428,96159,0,,,,,,,2006,,,,,2016,,465.59,,,
12928791,,,,2,4,,4,2,,,1217,1217,,,,,6037,,2,,,,7,34086032,-117925903,7383,,,,,,0100,261,LCRA07,60374055,14542,3101,,96473,0,,,,1,,,1954,,,105784,354539,2016,248755,4521.84,,,6.03741E+13
14645703,,,,2,3,,,2,,,1360,1360,,,,,6059,,2,2,0,,24,33691488,-117983332,,,,,,,34,266,,60590992.35,25218,1286,,96964,6,,,,,,,1973,2,,104823,222419,2016,117596,2685.9,,,6.0591E+13
10934975,,,,1,2,,6,1,,,1020,1020,,,,,6037,,1,,,,7,34123227,-118343818,14353,,,,,,0100,261,LAR1,60371437,12447,3101,274049,96049,0,,,,1,,,1926,,,123008,402564,2016,279556,5113.27,,,6.03714E+13
11338452,,,,2,2,,5,2,,,891,891,,,,,6037,,2,,,,7,34619142,-118413159,10015,,,,,,0100,261,LCR17500*,60379200.12,,3101,,96403,0,,,,1,,,1953,,,151900,182900,2016,31000,2125.57,,,6.03792E+13
14728943,,,,1,1,,,1,,,700,700,,,,,6059,,1,1,0,,,33923599,-117952501,,,,,,,34,266,,60590013.03,18874,1286,,96186,0,,,,,,,1974,,,62340,106687,2016,44347,1502.24,,,6.059E+13
13979438,,,,2,5,,,2,,,2748,2748,,,,,6059,1,2,2,462,,,33640231,-117964570,6000,1,,,,1,122,261,,60590992.39,25218,1286,,96964,7,,,,,,,1963,1,,184043,316037,2016,131994,3784.72,,,6.0591E+13
10753969,1,,,5,4,,11,5,,,4638,4638,,,,,6037,,5,,,,2,34146142,-118662910,8365,1,,,,1,010D,269,LCRPD12U*,60378002.04,37688,3101,,96337,0,,,,1,,,1986,,,681505,1335750,2016,654245,16899.73,,,6.0378E+13
13877922,,,,2,3,,,2,,,2991,2991,,,,,6059,,2,4,1065,,,33843420,-117930478,28782,,,,,,122,261,,60590866.02,16764,1286,275695,97020,5,,,,,,,1949,1,,193470,339110,2016,145640,4062.3,,,6.05909E+13
14214923,,,,2,4,,,2,,,2114,2114,,,,,6059,,2,2,462,,,33852691,-117778866,7260,,,,,,122,261,,60590219.05,16764,1286,113455,97026,7,,,,,,,1969,1,,109983,532203,2016,422220,5772.1,,,6.05902E+13
11907794,,,,1,2,,4,1,,,1124,1124,,,,,6037,,1,,,,7,34073470,-118135377,7630,,,,,,0100,261,ALRPD*,60374809.03,50677,3101,,96533,0,,,,1,,,1923,,,70976,242334,2016,171358,3035.68,,,6.03748E+13
10951141,,,,1,3,,4,1,,,1028,1028,,,,,6037,,1,,,,7,34197787,-118327804,6114,,,,,,0100,261,BUR1YY,60373106.01,396054,3101,,96436,0,,,,1,,,1943,,,66178,128147,2016,61969,1421.87,,,6.03731E+13
14244079,,,,3,4,,,3,,,2966,2966,,,,,6059,,3,2,600,,,33792362,-117773606,7500,1,,,,1,122,261,,60590756.04,33252,1286,,97067,0,,,,,,,1986,,,323807,761475,2016,437668,8215.48,,,6.05908E+13
11849130,,,,2,3,,6,2,,,1482,1482,,,,,6037,,2,,,,2,34046722,-118127284,8099,,,,,,0100,261,MPR1YY,60374826,6021,3101,,96496,0,,,,1,,,1957,,,101465,159996,2016,58531,2286.19,,,6.03748E+13
12831312,,,,3,5,,7,3,,,2952,2952,,,,,6037,,3,,,,2,33948006,-117945223,43622,1,,,,1,0101,261,LHRA1*,60375001,18875,3101,,96186,0,,,,1,,,1961,,,49226,485161,2016,435935,5829.65,,,6.0375E+13
14012774,,,,1.5,4,,,1.5,,,1187,1187,,,,,6059,,1,2,427,,,33811517,-118023423,6360,,,,,,122,261,,60591102.03,10608,1286,,96180,6,,1,,,,,1959,1,,72627,435819,2016,363192,5133.36,,,6.05911E+13
12494257,,,,2,3,,4,2,,,1660,1660,,,,,6037,,2,,,,7,33819343,-118116332,5657,,,,,,0100,261,LBR1N,60375736.02,46298,3101,276606,96242,0,,,,1,,,1949,,,42224,78647,2016,36423,1163.51,,,6.03757E+13
12727354,,,,1,3,,4,1,,,860,860,,,,,6037,,1,,,,7,33925840,-118039647,5176,,,,,,0100,261,LCA1*,60375031.03,118225,3101,,96173,0,,,,1,,,1952,,,67360,237493,2016,170133,3082.99,,,6.0375E+13
10936194,,,,1,2,,4,1,,,1211,1211,,,,,6037,,1,,,,7,34184483,-118350643,6240,,,,,,0100,261,BUR4*,60373111,396054,3101,,96437,0,,,,1,,,1939,,,104424,446847,2016,342423,4905.6,,,6.03731E+13
11052680,1,,,3,3,,8,3,,,2660,2660,,,,,6037,,3,,,,2,34242578,-118481760,8054,,,,,,0100,261,LARS,60371172.02,12447,3101,13017,96369,0,,,,1,,,1990,,,253352,388075,2016,134723,4817.76,,,6.03712E+13
12832724,1,,,3,3,,8,3,,,1611,1611,,,,,6037,,3,,,,2,33981126,-117959479,2161,,,,,,010D,269,LCRPD90005,60374086.29,45602,3101,,96489,0,,,,1,,,1978,,,172182,216097,2016,43915,2708.13,,,6.03741E+13
11278376,1,,,2,4,,8,2,,,1430,1430,,,,,6037,,2,,,,2,34702151,-118162772,,1,,,,1,0101,261,LRR7000*,60379008.05,5534,3101,,97317,0,,,,1,,,1957,,,79577,106101,2016,26524,1873.85,,,6.0379E+13
11290390,1,,,2,4,,6,2,,,1753,1753,,,,,6037,,2,,,,2,34685722,-118119302,6383,,,,,,0100,261,LRRA6500*,60379005.01,5534,3101,,97318,0,,,,1,,,1974,,,52583,61877,2016,9294,1458.95,,,6.0379E+13
10802915,1,,,2,2,,8,2,,,1283,1283,,,,,6037,,2,,,,2,34169700,-118527000,112127,1,,,,1,010C,266,LAR3,60371395.03,12447,3101,51906,96349,0,,,,1,,,1973,,,176755,360413,2016,183658,4409.15,,,6.03714E+13
11419486,,,,2,3,,6,2,,,1230,1230,,,,,6037,,2,,,,7,33908635,-118354545,6150,,,,,,0100,261,HAR1YY,60376024.02,42150,3101,224568,96107,0,,,,1,,,1940,,,64722,323614,2016,258892,4327.58,,,6.0376E+13
14032064,,,,2,4,,,2,,,1799,1799,,,,,6059,1,2,2,417,,,33739609,-117965826,6000,,,,,,122,261,,60590992.22,34780,1286,,96990,8,,,,,,,1969,1,,120327,317828,2016,197501,3965.2,,,6.0591E+13
17072611,,,,0,0,,,,,,1440,1440,,,,,6111,,,,,,,34301111,-119292007,5978,,,,,,1210,246,,61110022,34543,2061,761218,97081,0,,,,2,,,1964,,,131918,189623,2016,57705,2094.16,,,6.111E+13
11813589,,,,0,0,4,5,,,,1894,,,1894,,,6037,,,,,,,34081484,-118177477,6175,,,,,,1210,31,LAC4,60372014.01,12447,3101,114914,96013,0,,,,1,,,1920,1,,204174,444377,2016,240203,5626.76,,,
12511769,1,,,2,2,,8,2,,,1541,1541,,,,,6037,,2,,,,2,33783400,-118136000,144163,1,,,,1,010C,266,LBR1N,60375750.02,46298,3101,273252,96238,0,,,,1,,,1976,,,82788,139097,2016,56309,1747,,,6.03758E+13
14346710,13,,,2.5,4,,,2.5,,,2191,2191,,,,,6059,,2,2,522,,,33718770,-117759699,5000,,,,,,122,261,,60590524.21,52650,1286,276486,96954,8,,1,,,,,1978,2,,195887,500858,2016,304971,5136,,,6.05905E+13
14726514,,,,2,2,,,2,,,1087,1087,,,,,6059,,2,1,0,,,33742091,-117863676,,,,,,,34,266,,60590746.02,47568,1286,268132,97001,0,,,,,,,1981,,,95742,204065,2016,108323,2618.4,,,6.05907E+13
