merchant,time,amount_usd_in_cents
042cf1e451,2034-09-18 14:05:06,15568
096abf1fc1,2034-04-22 04:27:13,5019
5608f200cf,2033-12-15 16:32:25,820
60e47ea329,2034-07-23 22:12:51,3659
46f0bf1cc3,2033-07-03 15:05:01,19608
e161a75254,2034-11-15 22:53:40,14718
53b3fbeae2,2034-06-02 04:16:03,3394
782c11bcbe,2034-12-18 12:13:31,2207
d397df2aea,2034-11-19 00:35:03,10661
4ced48b584,2034-11-15 18:34:36,484
9673a3e5ed,2034-08-29 15:50:24,202228
644f4b8914,2033-04-01 01:16:32,6648
cab9aa5607,2034-06-12 15:07:25,27276
89e2d29885,2034-01-23 20:18:45,804
4a31f7b19a,2033-07-27 13:49:43,19342
207cc1c4a7,2034-04-29 23:48:29,8934
ffb94e1865,2034-12-11 17:39:23,15375
23ad8a33ce,2034-12-29 05:13:48,13586
1ddbf0a825,2033-07-01 15:32:27,8195
8dce239d00,2034-07-25 19:00:35,14442
b8b1d73546,2034-12-28 20:52:23,6343
16acd8f383,2034-09-18 03:13:28,1040
149eb2cca9,2034-04-18 23:23:10,22389
80acb5d32c,2034-06-30 07:25:12,53960
02c9bf7fcd,2033-09-03 06:55:40,8665
e53c9543bc,2033-10-16 22:40:12,4734
d86785ae47,2034-06-05 17:33:48,12608
16acd8f383,2034-06-03 22:05:18,1327
7ebe98c24a,2034-06-01 08:20:31,4774
081cba096f,2034-08-27 15:03:13,27113
dcf9b2c6dc,2034-10-20 23:43:38,7270
c5b09bf41e,2033-11-09 19:25:12,17344
3c4e1cdf2e,2034-08-31 15:56:18,30824
756e9a03ce,2034-07-18 09:42:09,9625
3cc77ac046,2034-10-16 00:56:22,4782
ff86f631bd,2034-11-03 14:53:40,16105
a8690ff6c7,2034-01-16 05:09:43,18725
191ec6544b,2034-06-23 01:58:01,5777
63b751de1e,2033-10-26 13:34:47,2787
b68eae5dc4,2034-05-24 12:30:37,1724
2e363fb57b,2034-10-14 19:34:09,804
55244515a3,2034-06-02 23:31:04,2030
9cae83162e,2034-12-23 20:33:48,9955
f955d43e21,2033-09-28 16:14:58,1524
40eadcbad9,2034-03-16 11:27:08,19734
efcbdaf1fc,2034-12-28 23:33:02,8450
e64cd6abd6,2034-05-18 04:43:10,1607
78639fbae7,2033-06-27 22:12:08,1840
0c9a5a4a5f,2034-04-05 20:34:26,4053
6fa93189d6,2034-10-16 20:56:48,56718
54828e42fd,2034-06-21 23:40:36,9475
4142e5b404,2034-12-10 00:50:51,8479
c535a3cf4e,2033-11-08 18:23:40,466872
4dc1c9ef03,2034-05-04 14:13:50,12309
53b3fbeae2,2034-10-19 00:36:05,2452
59adb5bff8,2034-07-16 19:36:52,5762
31cb4b7889,2034-08-03 00:13:11,9196
4ec0b84264,2034-03-19 04:43:39,4662
64a4b88755,2034-04-06 19:26:43,6259
debf351d95,2034-07-14 16:14:53,16981
22e361c366,2034-07-31 02:13:06,5982
c1d4811225,2034-01-13 18:53:05,110346
c230ad8c0c,2034-05-15 17:49:48,18710
48008cb383,2034-12-29 20:07:09,9599
06e2f76af2,2033-07-02 00:04:52,6068
78639fbae7,2033-12-12 23:30:47,28287
490c15c4ce,2034-12-04 17:46:26,444
64a4b88755,2034-02-20 21:37:43,4013
61ca974019,2034-11-26 05:44:04,247
c9fdb196a8,2034-01-30 18:12:59,2077
e53c9543bc,2033-10-22 23:03:43,3199
59adb5bff8,2033-12-02 21:53:24,5993
081cba096f,2034-09-15 16:37:32,50431
d087d4c321,2034-12-01 04:15:12,5569
191ec6544b,2034-02-02 22:17:08,3063
53cbaaddf1,2034-02-27 08:10:28,247
022606a2ae,2034-12-04 20:00:40,18030
878047f4b9,2033-11-01 16:39:54,4187
16acd8f383,2034-11-17 23:06:14,1327
d91d9c9ce2,2034-12-29 15:28:20,115887
1ddaea9838,2034-08-22 15:06:45,1598
9d1b72571f,2033-05-24 12:08:02,25106
0b63d005d4,2034-02-18 18:04:27,17102
2342a8e3e6,2033-10-16 15:21:20,22938
44ee3ec72c,2034-10-21 03:59:52,38251
ff86f631bd,2034-03-14 13:44:29,3822
6032e301e1,2034-02-14 02:24:59,2122
40eadcbad9,2034-03-16 13:23:27,4226
63021ec1a9,2034-02-16 20:30:38,5472
e599eb0d79,2034-07-22 00:01:07,12265
ff86f631bd,2034-05-15 14:22:16,28339
c9fdb196a8,2034-05-23 12:23:31,6251
d22bfa1959,2034-06-08 00:08:30,10519
765b095bca,2033-07-02 00:26:18,1989
c3003c7654,2034-05-17 13:19:44,12704
19624f3547,2033-09-13 19:51:25,1599
8def055c22,2034-12-03 05:42:49,5539
29892bc4f6,2034-06-02 16:16:22,9458
49047cdd20,2033-11-29 08:01:35,32634
bf82bfb0f4,2034-05-10 18:09:07,3968
0e75ab58c8,2034-06-15 10:14:43,7767
f6383d5918,2034-08-11 08:29:14,66874
fea524adfd,2034-06-22 16:23:28,327057
0221b4736b,2033-11-19 16:03:33,2848
0e21c7d63a,2033-09-07 21:35:17,5917
7626b025ba,2033-10-16 15:17:28,15227
1c9c26b759,2034-04-06 13:33:50,30695
771205712b,2033-12-10 15:29:25,19163
4f65280858,2034-12-08 17:51:42,16940
5608f200cf,2034-02-09 03:18:01,820
e4fd1f726d,2034-04-28 04:07:58,35423
93c247a1fc,2034-06-12 06:07:14,20493
b8a9e64299,2034-05-30 19:40:44,1591
96128ba5f1,2034-07-09 18:01:16,4174
5608f200cf,2033-12-18 04:17:40,825
f8166adfae,2033-10-24 19:58:25,10433
9c67ca2464,2034-03-27 14:07:46,27748
edd389f705,2034-07-07 19:54:52,2816
005e8bb6fb,2034-07-28 17:04:30,801
3cc77ac046,2034-12-07 03:33:16,3867
c34ccfed1f,2034-12-15 01:23:31,1660
1ddaea9838,2034-05-09 04:07:08,3667
24e4b8ea11,2033-12-19 17:26:46,14942
4d305e453f,2034-10-21 20:05:19,3231
222d3b4cfc,2034-10-18 15:16:36,10372
82897075ed,2034-09-28 06:05:05,18814
7d3b68bfad,2033-08-25 00:30:50,5661
4bcbeb90c8,2034-01-04 04:39:54,3243
c3533deb00,2033-12-16 01:00:41,16045
bb808ca15e,2034-11-19 21:20:10,15820
de9e4801de,2034-04-14 22:30:00,2912
16acd8f383,2034-03-14 07:47:12,1327
207cc1c4a7,2034-02-25 18:57:24,9908
fe028ab1ff,2034-02-07 17:25:27,35345
b68eae5dc4,2034-07-11 21:13:05,16008
7ebe98c24a,2034-04-24 17:06:38,6402
ea1f077879,2034-02-25 07:25:54,3248
b0f8785ddf,2034-10-24 16:21:31,5016
d2f35619e8,2034-02-11 14:44:45,1127
fa634928a7,2034-07-08 23:07:27,9590
e3086266c5,2033-08-27 22:04:17,2814
495750c0c3,2034-12-03 18:02:51,3363
af4fb6cb03,2034-11-10 22:11:19,4272
6db46eecd9,2034-09-27 15:58:04,9543
97b4ed6d7b,2034-10-12 19:38:22,3124
63021ec1a9,2034-09-27 01:14:49,2199
24b0f775f4,2033-12-31 20:24:05,19225
4bc8ad5176,2034-05-04 01:51:14,3653
6630b17eec,2033-04-17 16:13:23,11713
03e1d63f5b,2034-05-22 17:46:57,2994
3c3188c35e,2034-09-26 19:49:00,32968
93711f0256,2034-12-26 21:50:57,14100
4ec0b84264,2034-02-11 15:37:07,6357
1ddaea9838,2033-08-21 02:29:55,1843
932f44f57a,2034-05-19 02:11:21,6033
6167767a5e,2034-12-02 15:50:06,18659
9875789ec1,2034-11-20 22:59:19,3855
8ddaf82b3d,2034-12-16 22:24:31,4870
a7eeba8fba,2034-12-15 17:33:32,37971
b8ed17045f,2034-11-06 18:59:20,4890
bc66ddca2c,2034-12-09 17:37:09,4743
f414dcfd98,2034-11-11 14:34:11,4547
6c31647cc3,2034-11-05 21:00:55,2519
a1cc24024b,2034-04-29 21:21:52,24178
a036580e79,2034-12-22 07:18:25,9227
36745cc693,2033-04-14 17:18:18,1059
2d5c822138,2033-08-08 19:35:00,1008
aff06c8624,2034-04-01 15:56:11,63147
2b8b7d83e0,2034-03-29 02:43:04,3554
410d375d93,2033-04-24 04:01:18,19965
1d5a844f3d,2033-09-13 22:27:01,1763
e0638859c1,2034-12-14 15:04:20,7595
06fe79e266,2034-11-09 19:25:17,2415
b709de59bd,2034-03-09 17:16:13,5301
85be6b21a9,2033-07-17 18:51:42,8203
71c244bd28,2034-07-07 20:43:52,9167
ee0e287095,2034-01-18 00:46:42,6104
4c88e761da,2034-08-25 00:42:46,6114
207cc1c4a7,2034-03-31 20:36:48,13023
204ae66ae6,2034-08-07 20:53:42,6977
2814198c78,2033-06-27 06:15:04,6642
3cc77ac046,2034-03-15 03:30:55,4328
49102822dc,2033-02-08 14:33:44,10257
74e6e050b9,2034-07-16 13:38:58,3508
53cbaaddf1,2033-04-10 06:19:00,20032
6ac49784a8,2033-04-19 19:00:42,1135
191ec6544b,2034-01-14 02:55:51,6361
ee57011cd9,2034-11-15 00:22:01,19121
f8166adfae,2034-12-31 04:42:19,41709
7b543b2ce0,2033-09-22 00:10:26,59311
d087d4c321,2034-11-26 18:40:58,10190
554a9ad55b,2034-08-05 02:48:42,5728
60f536ed65,2034-05-02 16:24:41,8790
5608f200cf,2034-04-24 16:52:16,810
1ad2dd20c2,2033-10-06 17:36:28,9960
51fa990c7b,2034-11-27 17:33:03,8516
6ac49784a8,2033-03-01 16:06:43,1520
7adfb52eb6,2033-09-25 00:10:25,6378
0f4b6f1ee1,2033-12-09 00:46:21,1436
355a271bb8,2034-08-12 14:35:04,124711
4ae15040ad,2034-12-07 12:07:07,49238
00575c7901,2034-02-24 15:47:36,2680
cfe0fe90ad,2034-04-24 16:52:46,2129
b8a9e64299,2034-05-19 11:51:40,1063
78639fbae7,2034-10-20 14:06:15,7870
4200aa86bf,2034-09-08 23:22:31,15125
436bc5668d,2033-11-06 11:19:28,7511
4647d230cc,2034-09-01 23:08:36,4405
309de2d8a2,2033-04-15 00:44:09,2565
36745cc693,2033-08-10 08:15:53,1059
6f4c651e94,2034-07-12 17:29:37,2463
f205e6f7c2,2034-11-24 12:37:46,1427
a83e8f82f7,2033-12-22 03:33:31,29210
00575c7901,2034-08-22 16:36:16,5382
81512d8413,2033-03-09 02:42:54,6061
3bdf3420f2,2034-12-18 13:59:25,1880
db9d91a89d,2034-12-14 22:47:16,12639
89e2d29885,2033-09-08 16:45:49,359
00ffc7c38b,2034-01-27 20:35:29,73808
992e97f9c1,2034-10-06 02:05:34,3660
d087d4c321,2034-11-28 17:22:40,10777
a223d96e2e,2034-12-01 08:19:21,7603
22d846dbca,2034-10-12 12:16:08,3817
e1d30b8250,2033-09-19 15:25:00,22128
fa634928a7,2034-03-15 20:37:41,8161
d26e4cd2d1,2034-05-11 23:52:47,3236
214e8d5bb4,2034-12-18 12:28:24,3728
37e5fc9e76,2034-05-01 10:25:57,2308
e36cff4870,2033-12-25 02:23:26,17224
d2a4b8a797,2034-11-07 18:37:20,52967
7d7cf40fc1,2034-11-24 07:07:37,10811
681836a496,2034-05-11 22:51:40,2405
0b0ea71d37,2034-08-07 00:44:57,14508
5608f200cf,2033-08-18 01:16:31,860
f205e6f7c2,2034-11-22 18:28:06,6879
8def055c22,2034-11-17 02:05:39,15749
8823bf70d8,2034-07-15 18:29:29,2414
6032e301e1,2034-04-02 22:32:54,1916
7ebe98c24a,2034-07-18 00:29:11,3272
02c9bf7fcd,2033-08-29 12:02:52,7392
29726f8289,2034-03-09 23:57:38,13947
d13a606c6b,2033-11-30 17:52:16,4863
70527f1994,2034-06-17 14:34:30,17404
787aacd0e3,2033-07-02 15:33:35,3950
a93c021bfc,2034-07-24 21:08:31,4879
554a9ad55b,2034-12-05 18:50:30,6014
5cc6c740ec,2034-11-03 12:50:18,2067
f205e6f7c2,2034-11-24 17:54:07,3158
ebde1d9faf,2033-09-26 09:08:39,987
5608f200cf,2034-07-02 02:29:03,820
654930c922,2033-01-12 09:19:29,4520
b2221ebfe2,2033-02-17 05:08:52,14652
89e2d29885,2033-10-27 23:59:45,1346
336e703755,2033-12-29 02:34:16,19620
a223d96e2e,2034-12-01 11:09:33,10674
5608f200cf,2033-07-31 19:01:31,859
64a4b88755,2034-01-14 01:55:24,11911
726b1d7cd5,2034-03-12 16:01:32,8400
28db0af8ca,2034-09-29 03:02:53,6886
4e09b73d2b,2034-12-09 00:52:12,12068
01c6a64495,2034-11-30 17:06:58,4073
ddfd6614b7,2034-08-10 16:34:30,966
53b3fbeae2,2034-05-22 15:44:06,2481
d161bd694d,2034-03-27 15:47:16,820
e6bc9f2160,2034-08-17 20:22:37,9598
b0276c5ff2,2034-01-27 20:47:13,3490
4d7c2bbfd3,2034-07-24 15:54:23,19257
bf82bfb0f4,2033-09-16 11:48:48,7822
24432e3f75,2034-07-27 19:53:55,8641
8dce239d00,2034-10-29 14:34:20,12224
ae49f31eaf,2034-02-22 03:25:48,3640
0c8449b643,2034-03-03 01:23:01,4174
f2683762ca,2033-06-27 16:17:19,25899
669fafa9cf,2034-05-08 19:20:29,2907
79bf958410,2034-09-12 18:44:07,9649
f8f9cc1e5b,2034-12-22 17:01:13,6814
3317a99c8e,2034-01-09 13:01:59,15583
f942757c6d,2033-10-30 00:16:34,2639
4ec0b84264,2034-02-03 20:08:43,3455
1cb84f4625,2034-03-08 09:50:11,19690
a4ae5bbbca,2034-07-18 18:01:26,1195
c485402c7b,2034-05-12 19:22:11,22872
4647d230cc,2034-09-25 11:16:28,17709
f1c0e04642,2034-06-12 18:46:07,14190
debf351d95,2034-07-01 20:15:08,40434
227f469ad2,2034-01-18 12:30:23,2908
24e4b8ea11,2034-06-12 21:27:03,39396
f591f18a05,2034-12-16 01:59:49,1730
6044a863a1,2034-12-23 03:44:16,9723
644f4b8914,2033-03-16 21:31:56,8526
9f8c7e1338,2034-08-08 03:47:24,88476
897ad7112f,2033-04-20 13:21:27,5110
5608f200cf,2033-09-27 03:53:14,865
44ee3ec72c,2034-10-21 04:48:59,52251
eacb2beef9,2034-11-06 15:25:35,18444
678980bfd6,2034-11-05 17:38:21,2271
94d1ce0a74,2033-10-05 16:53:11,25160
681836a496,2034-11-02 14:53:08,7372
4e4721ea9b,2034-03-11 19:40:17,36494
aa02deabf9,2033-12-28 00:21:50,9399
cad1bf5366,2034-10-26 21:31:01,1942
7183365b80,2034-01-06 21:57:37,671
04e0e5fd73,2033-09-02 16:39:10,8543
357edcbef8,2034-10-28 21:25:53,8648
e367c9c354,2034-11-21 07:00:34,3822
7d3b68bfad,2033-12-16 01:15:56,6725
4ba3bb514e,2034-05-13 20:35:05,49930
aa4d0eb6ac,2034-10-08 16:04:58,4630
005e8bb6fb,2034-07-15 16:40:02,13640
8ddaf82b3d,2034-10-27 02:20:59,4904
e8cf362bb4,2034-10-30 16:58:22,14094
793b4cce04,2033-09-21 16:51:10,7731
73d75ba72e,2034-08-30 02:00:17,560
56b66e2663,2034-04-08 14:11:32,5339
16acd8f383,2034-03-30 19:18:16,1255
2e363fb57b,2034-09-04 08:52:17,2189
63021ec1a9,2033-08-29 22:35:03,5718
1efd59ec8b,2033-06-29 15:28:33,25161
92755e2595,2034-12-01 18:38:54,5503
5506ecaca7,2034-12-02 21:36:56,2116
5ccd5ab356,2034-12-18 17:14:48,50089
bedaed7baa,2034-10-20 17:58:09,5027
1f4d548e07,2034-09-27 08:03:52,71316
c80a0359e7,2034-11-12 05:05:09,2892
a9f00c4b46,2034-10-18 23:05:44,4707
54970468a0,2034-12-11 06:02:42,379
ef9bc54a2d,2034-11-23 14:09:12,15411
37e5fc9e76,2033-09-11 17:58:05,7057
2bcbfaf7e6,2034-11-10 00:21:32,13188
efe5609714,2034-07-20 00:31:31,2880
554a9ad55b,2034-03-29 16:36:14,4051
d34d266bd5,2034-07-04 18:21:58,3206
4647d230cc,2034-01-29 00:37:03,23449
ba672b3bcf,2034-02-25 23:36:24,11870
98a5b35f97,2034-09-17 02:45:24,3421
00575c7901,2034-07-24 17:45:50,5020
82897075ed,2033-11-19 14:37:51,29358
d64d27b68e,2034-06-01 00:01:17,3821
0b3b179a82,2034-09-11 13:27:14,11165
48008cb383,2034-05-06 18:15:27,5115
7ebe98c24a,2034-06-07 22:29:28,4256
c9fdb196a8,2034-11-10 19:36:17,10269
0c9a5a4a5f,2034-03-21 21:35:35,1345
76f79b55d9,2034-08-16 10:06:19,4840
ba672b3bcf,2034-07-10 23:13:21,8882
ffb94e1865,2034-12-25 05:06:28,8690
53b3fbeae2,2034-05-12 17:42:25,4879
64fa9b16be,2033-07-19 00:33:56,1918
79c3fa4c7a,2034-05-13 15:35:26,13249
5fbc3265dd,2034-06-29 14:20:25,12220
1ddaea9838,2034-03-09 06:12:46,3298
5134ac7db1,2034-09-13 23:35:19,1674
d948771678,2033-11-08 23:16:46,4241
a15e98ab87,2033-06-05 17:13:46,1399
53b3fbeae2,2034-06-01 22:06:33,3981
46f0bf1cc3,2033-12-04 10:52:45,63131
1e31387ff6,2033-12-09 04:35:11,8234
d4fd546a96,2034-10-24 01:25:42,6623
0e5b9a5445,2034-04-15 03:54:52,27213
64a4b88755,2033-08-06 04:09:55,4447
5608f200cf,2034-10-07 06:30:24,820
2e921dc241,2034-05-26 18:03:42,1384
7783a876c4,2034-10-06 15:02:52,10974
2ccc5ea050,2034-08-03 14:04:46,6534
410d375d93,2034-04-03 19:31:24,3985
bc66ddca2c,2033-12-03 14:33:23,723
646b9ead76,2034-11-02 14:17:59,836
40ce5b65b3,2034-10-01 19:46:21,368284
905e9ca39f,2034-12-05 01:51:33,9495
a61adc6578,2034-03-04 01:21:45,5159
5f013b6a5d,2034-01-04 15:41:53,3350
d2b16c5ac4,2034-10-09 03:22:47,4165
d1fc857ddf,2034-08-07 02:55:08,22897
39748f9678,2034-05-08 16:04:43,4272
dfabb4eb2d,2034-12-08 01:34:12,15477
c6fa4f250d,2033-12-21 23:04:48,4132
ec003deae1,2034-12-23 16:52:37,3938
b0e8f43501,2034-08-23 17:25:15,85736
4a73fcfa4e,2034-03-24 15:31:50,10021
53b3fbeae2,2034-11-15 18:20:46,3957
65f0553dfb,2034-05-09 20:48:05,1702
6e6f05fdc8,2034-10-05 01:53:41,6383
207cc1c4a7,2033-10-14 23:58:30,24137
64a4b88755,2034-03-02 03:28:24,19923
71c244bd28,2034-11-08 23:55:00,9167
e3ae350c5e,2034-05-21 15:42:22,6194
89e2d29885,2033-06-13 14:22:45,3980
cd7a1fb3ba,2034-01-05 16:37:11,9172
d64d27b68e,2034-10-07 18:27:54,5068
ed184b7e75,2034-08-15 15:32:21,217662
de9e4801de,2034-10-06 01:10:29,3817
2232f19dac,2034-08-25 19:25:18,14645
005e8bb6fb,2034-04-28 21:40:32,34092
02c9bf7fcd,2034-07-02 11:09:48,7285
520dc00bdc,2034-04-12 21:45:24,1560
74e6e050b9,2034-12-12 19:25:41,4437
72445e23c7,2034-09-03 00:59:49,13577
b8ed17045f,2033-06-08 20:13:17,7493
93711f0256,2034-09-14 17:44:35,6562
d4ca2b0a02,2034-10-15 01:21:26,24769
6ad03d3b56,2034-10-09 05:04:37,5432
f0fba085c3,2033-11-16 20:07:01,12425
a0b9c26a98,2034-04-28 02:47:20,1882
92ef21a275,2033-06-17 15:36:12,4141
112052893c,2034-10-19 16:31:10,5387
ed35dfc005,2034-11-26 17:27:10,7379
094cee4236,2034-10-31 05:39:17,415188
00575c7901,2034-07-19 18:29:30,5657
bdebc6831e,2033-05-22 13:44:54,26288
bd4f988545,2034-05-05 14:48:56,26384
40828dbfd2,2034-07-04 00:10:28,6440
6fa93189d6,2034-01-27 20:42:43,10353
78fd7e8b4f,2033-03-25 15:31:10,3313
ee57011cd9,2034-08-23 02:26:49,16446
eda80c63ae,2034-07-21 13:55:06,20138
4ec0b84264,2033-12-11 21:26:16,78217
8def055c22,2034-06-17 04:09:53,7565
f68fd84d12,2034-12-28 18:28:50,14274
4515c156e9,2034-08-30 05:04:37,1780
d6fe440e06,2034-04-18 19:21:29,438
51920255f1,2034-04-18 04:52:00,6703
bdebc6831e,2033-06-06 01:26:29,25381
97553d15b0,2034-04-25 14:48:34,13641
28099f85fa,2034-12-26 18:33:21,5600
eea455b95a,2034-05-26 22:39:09,4713
ee0e287095,2033-12-01 18:27:16,5577
c80a0359e7,2034-02-02 18:50:54,4126
251be3c55e,2034-08-12 20:17:48,2762
3fc4f08d9d,2034-07-29 22:35:41,6190
301aa54428,2034-12-01 10:39:45,14554
dd154ded53,2034-03-10 06:48:19,2488
353391396b,2034-02-17 12:54:32,1981
8ca23d4d9e,2034-02-10 23:42:10,3786
c281ded8bd,2034-03-23 05:21:28,7873
644f4b8914,2034-03-17 20:59:06,11476
6e9c92ac91,2034-04-02 01:39:48,11746
d13a606c6b,2034-04-26 19:39:36,8537
7ebe98c24a,2034-02-12 02:34:45,4232
d40574a606,2033-11-30 18:56:02,41059
b3bff444e1,2034-10-25 14:31:31,2413
7b543b2ce0,2033-07-09 22:21:25,18286
1386ab9a2f,2033-06-16 09:39:40,6231
bc66ddca2c,2034-11-08 11:59:31,7102
ff86f631bd,2034-06-01 15:37:32,3859
4b683b2bc5,2034-11-08 19:52:06,1397
1386ab9a2f,2033-12-26 09:50:33,13828
9d0ab2e76c,2033-11-15 22:34:14,6309
5929a9cbc7,2034-09-01 19:24:18,36097
654930c922,2033-01-12 10:41:50,13865
12b5412cb5,2034-04-30 18:31:44,827
f8f9cc1e5b,2033-11-03 16:29:58,8291
36745cc693,2033-06-29 17:00:57,2238
cf44b1cdf9,2034-11-28 04:45:36,3903
681836a496,2034-07-13 13:27:41,3957
a3aec6c9f9,2034-08-17 18:19:18,1632
7e3b86a829,2034-08-24 15:06:20,1532
63492da830,2034-10-19 02:11:29,7094
eff0a1ef00,2034-12-13 17:15:43,9380
7e5d56439b,2034-02-05 23:02:03,20952
78639fbae7,2034-12-16 19:07:24,9340
642ddfac5f,2033-12-07 17:54:00,3233
faa5190de9,2034-03-16 21:18:33,1707
8d3d66a648,2034-04-12 12:25:11,3018
78639fbae7,2034-01-09 21:00:31,4139
65f0553dfb,2034-04-12 19:26:05,1653
ee0e287095,2034-02-04 18:02:47,5766
856e044726,2033-08-22 03:28:15,51503
1ddaea9838,2033-04-29 09:04:34,1808
1ad9d7e350,2033-12-06 05:32:43,3963
b59a6495c4,2034-12-07 20:16:11,5002
fc9d8b5a34,2034-09-02 09:23:36,5033
d97812dcf7,2034-07-05 01:13:39,10466
78639fbae7,2034-10-30 20:20:16,11992
6d4b3b04af,2034-08-08 23:47:52,7101
1ddaea9838,2034-01-26 18:38:02,1598
a24fd25fb3,2034-09-28 13:15:22,39306
a223d96e2e,2034-11-28 22:04:43,25775
da95397f18,2034-10-30 21:53:21,5320
7b543b2ce0,2034-07-03 22:53:07,22801
5134ac7db1,2034-03-07 03:26:56,2706
160c77a6ff,2034-09-04 01:34:51,5852
ee0e287095,2033-12-15 03:57:48,14865
05180aa60f,2034-03-24 00:25:08,6473
a183094dc6,2034-10-13 20:15:39,1982
62937187ce,2034-11-19 14:02:52,6026
36745cc693,2033-06-10 15:14:00,1059
4a7b88e2c0,2033-10-27 17:34:35,3683
89e2d29885,2034-12-13 04:09:47,1990
1ddaea9838,2033-12-09 14:49:40,1015
fd52751c0a,2034-06-02 16:49:16,29849
230a33cd7f,2034-08-14 22:18:44,5033
ec1e59c1c6,2034-11-29 23:35:35,518
92ef21a275,2033-05-28 02:30:14,3983
0ec9f57f10,2033-07-07 19:19:21,20302
726b1d7cd5,2034-12-29 19:25:55,71122
3e96c45213,2034-05-07 19:31:02,2623
633397fec6,2034-11-07 18:11:24,14507
2577b37ba1,2034-09-01 20:58:13,9716
a15e98ab87,2033-10-02 18:28:06,3323
44ee3ec72c,2034-10-21 05:38:13,46825
c55aa09955,2033-11-10 03:18:02,2237
2c9614dbe7,2033-09-28 03:54:33,7360
4515c156e9,2034-02-18 23:15:55,7085
a98d3507c8,2034-11-12 23:55:30,8176
ebde1d9faf,2034-01-02 09:03:09,1035
6fb115c88f,2033-06-10 23:27:58,31966
d892470ff2,2034-11-22 22:52:53,24300
9ef93cf9e4,2034-02-09 03:22:17,6384
7ebe98c24a,2034-08-21 02:24:42,2749
d087d4c321,2034-12-11 00:07:23,5442
19624f3547,2033-05-05 13:29:12,3558
02b9d7abce,2034-11-27 20:09:46,782
64a4b88755,2034-02-20 22:27:59,18495
79bf958410,2034-08-16 02:04:36,3717
eb7cb570f3,2033-12-26 00:31:04,24490
366ba8e0da,2034-07-27 15:43:40,594799
a4ae5bbbca,2034-08-02 00:57:09,1324
3bdf3420f2,2034-01-26 23:18:28,2467
71c244bd28,2034-08-20 00:14:48,9167
4c3a879f61,2033-11-03 17:40:14,950
08ee7ca022,2034-03-07 23:34:45,11658
781eca8eb4,2034-04-29 19:14:04,12062
695de2b108,2033-11-25 13:29:27,104877
26a4065132,2033-10-13 21:34:58,4677
0633fd0997,2033-07-12 17:58:48,32542
71a3c03fc8,2034-10-09 06:19:24,16227
0db5655e9d,2033-05-19 22:48:20,4096
8d20721d59,2033-06-16 23:40:28,1890
73354d2bbb,2034-12-04 00:44:21,5917
a6caa74044,2034-12-22 15:24:44,51131
8d20721d59,2033-12-17 16:46:46,6574
11464843d0,2034-04-25 15:53:39,8659
7783a876c4,2033-07-31 01:36:59,8307
e783513dd3,2034-03-13 22:43:36,384639
62ceabdaaa,2034-07-21 03:17:33,8762
8d20721d59,2034-08-14 19:09:41,6574
ccc454eda2,2034-04-24 19:44:41,34368
4ed08223cd,2034-04-12 03:03:45,16110
c3a4367072,2034-08-20 21:14:48,9438
554a9ad55b,2034-12-12 18:11:26,9279
29343d5bb3,2033-12-03 20:27:52,3652
207cc1c4a7,2034-12-29 21:12:00,5475
c9fdb196a8,2034-03-24 10:35:48,1791
97b4ed6d7b,2034-11-02 15:56:12,2799
654930c922,2034-06-13 01:01:22,32181
e2201e1361,2034-12-20 09:42:49,12123
5134ac7db1,2033-06-29 21:18:23,5705
7673aa1c27,2034-12-13 04:12:38,5702
4647d230cc,2034-09-29 06:27:53,3772
a0c43184a0,2033-06-11 15:17:22,11480
4e4721ea9b,2034-06-10 18:12:20,45429
77f6608d5f,2034-12-08 05:46:32,16844
6ac1a14e90,2034-04-30 17:49:09,615
f54aaa8281,2034-04-25 17:13:37,58745
a5ee7dafbb,2034-08-08 19:09:39,2280
d2f35619e8,2034-03-05 19:26:28,1085
042cf1e451,2034-03-07 11:42:43,5117
8b77a82853,2033-12-04 15:36:40,5636
4647d230cc,2034-03-18 02:47:55,12640
36745cc693,2033-06-10 22:46:58,1029
951cb083ab,2034-09-14 12:32:21,1652
faa5190de9,2034-08-04 21:34:09,1396
b76ed6c82d,2034-10-23 07:11:30,182335
416f63b1b4,2033-04-24 07:08:28,2627
0950da1dfe,2034-02-10 15:36:25,7715
68b7f619f5,2033-06-24 01:30:05,25456
ee0e287095,2033-11-20 14:38:00,14368
71c244bd28,2034-10-12 18:12:25,9167
a43b098a71,2034-10-22 15:17:49,15194
3799e13766,2034-12-26 01:06:23,4765
24718c921d,2034-06-01 20:30:00,11936
ed3eb30dfb,2034-09-09 04:33:28,2671
6e6f05fdc8,2034-10-29 00:38:34,8847
adcbbbafc3,2034-08-10 21:12:23,14475
80a1b6d3cd,2034-12-08 14:25:35,9699
062de5273b,2034-04-08 14:15:41,6496
4a3ef02b07,2034-01-05 20:47:52,157339
8905c0d588,2034-10-08 13:08:53,4492
a2f699d9ad,2034-10-21 21:09:04,2058
ee0e287095,2034-12-15 21:37:24,6064
0b3c07e00a,2034-07-10 22:16:48,15780
825bbabd7e,2034-09-15 01:12:47,3327
204a3bd9c8,2033-08-04 18:47:47,3215
46f9cb5127,2034-09-09 22:40:57,17469
add04b60b5,2033-10-22 18:13:42,8629
43adf4e2b0,2034-11-09 01:42:48,4281
